source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,variant_count,phase3a3_mechanism
french_profiterole_ud218,French,base_form_suffix_K4,40814041440,hmm_space_free,categorical_hmm,16,387,10000,1589213188870492849,3.5011249249911742,3.1189201250451406,0.3822047999460336,0.10916628458980138,0.3593483949019545,0.40503976999721825,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,3382040615691922551,2.9936207799283765,2.6555145096542487,0.33810627027412776,0.11294225125007884,0.316321186161655,0.3591801036004715,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,6692123209034220523,3.049861643568034,2.6057015593138546,0.4441600842541793,0.14563286344181703,0.42340919352582834,0.46499303641984785,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041440,token_markov,exact_token_markov,1,387,10000,3505555944264159874,2.4181748830013996,2.6057015593138546,-0.187526676312455,-0.0775488479475479,-0.21451246118878783,-0.161157336461737,0.0,1.0,False,False,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041440,copy_edit,local_copy_edit,16,387,10000,5010531641668608328,4.084290380992338,2.6057015593138546,1.4785888216784837,0.362018535351847,1.4510423161228554,1.5064702650594408,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041441,hmm_space_free,categorical_hmm,16,387,10000,5927721297558150219,3.4912006871506396,3.1181086950930514,0.37309199205758814,0.10686638365727674,0.3490701763338088,0.3965046961361228,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,3894563414417516426,2.992800987937487,2.658442440925664,0.3343585470118229,0.11172094247477804,0.3121605080635101,0.35636772184228244,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,3485163509024543721,3.047604072553303,2.60705373171845,0.4405503408348532,0.1445562908917356,0.4196362443934996,0.4610866589018651,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041441,token_markov,exact_token_markov,1,387,10000,8027806696052562774,2.4292791132607765,2.60705373171845,-0.1777746184576734,-0.07317998886470067,-0.2053913036121969,-0.15106007630087057,0.0,1.0,False,False,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041441,copy_edit,local_copy_edit,16,387,10000,963161264293211054,4.084027833411297,2.60705373171845,1.4769741016928473,0.3616464338489005,1.4489391908352873,1.5051411846902727,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041442,hmm_space_free,categorical_hmm,16,387,10000,5041606532400087151,3.5027495510598237,3.1161007943548342,0.38664875670498944,0.11038435693696724,0.36308731311147374,0.41055539001177443,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041442,hmm_token_aware,categorical_hmm,16,387,10000,7796647732155943291,2.9813672969317695,2.654846179021807,0.3265211179099623,0.10952059420722737,0.30580830602150805,0.34667906163702766,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041442,slot_grammar,finite_template_slot_grammar,16,387,10000,2958066216121498091,3.0583823044301868,2.6049870140782776,0.4533952903519092,0.14824676748068688,0.4326682765171535,0.4740881688747522,1.0,0.0,True,True,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041442,token_markov,exact_token_markov,1,387,10000,2058445645664498519,2.418054334880804,2.6049870140782776,-0.18693267919747347,-0.07730706316270086,-0.2126468444091381,-0.1615455897538461,0.0,1.0,False,False,4,base_form_suffix_variation
french_profiterole_ud218,French,base_form_suffix_K4,40814041442,copy_edit,local_copy_edit,16,387,10000,6319666186339049726,4.087485031355897,2.6049870140782776,1.482498017277619,0.36269197462622793,1.4551335911340058,1.5102274209730233,1.0,0.0,True,True,4,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041438,hmm_space_free,categorical_hmm,16,657,10000,8192855498664621144,3.0920604971720094,2.6878216841382416,0.40423881303376774,0.13073444500956033,0.3780316237723381,0.42918287327598975,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041438,hmm_token_aware,categorical_hmm,16,657,10000,3888431352354665574,2.6715662963475664,2.316899601765444,0.3546666945821224,0.1327560895894686,0.33224336784812436,0.3762660450730126,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041438,slot_grammar,finite_template_slot_grammar,16,657,10000,3646348661123347821,2.6872135250816993,2.2424800125243016,0.4447335125573977,0.1654998787429356,0.42514028852630537,0.46434411660889424,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041438,token_markov,exact_token_markov,1,657,10000,557383779269919291,2.018778547290813,2.2424800125243016,-0.22370146523348877,-0.11081030434650407,-0.24991888578866908,-0.19770542266563101,0.0,1.0,False,False,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041438,copy_edit,local_copy_edit,16,657,10000,3814861351815933877,3.7212859217339727,2.2424800125243016,1.478805909209671,0.39739110090218643,1.4496920653154153,1.5076596628760408,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041439,hmm_space_free,categorical_hmm,16,657,10000,8488315850546230351,3.126034679643079,2.6878216841382416,0.4382129955048373,0.14018174473831213,0.4111764016202262,0.4647691399488733,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041439,hmm_token_aware,categorical_hmm,16,657,10000,1576763999442270205,2.686715894849724,2.316899601765444,0.3698162930842801,0.13764622221247735,0.34743476741116724,0.39123015460990224,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041439,slot_grammar,finite_template_slot_grammar,16,657,10000,9115206252115013059,2.702911692132847,2.2424800125243016,0.46043167960854525,0.17034654922270953,0.440390685316986,0.4799555454994478,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041439,token_markov,exact_token_markov,1,657,10000,6825789065997610268,2.018778547290813,2.2424800125243016,-0.22370146523348877,-0.11081030434650407,-0.249899319660326,-0.19752790714318968,0.0,1.0,False,False,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041439,copy_edit,local_copy_edit,16,657,10000,8102577125877375139,3.7212859217339727,2.2424800125243016,1.478805909209671,0.39739110090218643,1.4500447972590813,1.5074102275845587,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041440,hmm_space_free,categorical_hmm,16,657,10000,308708433949436588,3.103502464165498,2.6878216841382416,0.41568078002725617,0.13393924600573137,0.3899388067575589,0.4407280907228885,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041440,hmm_token_aware,categorical_hmm,16,657,10000,993798924482464391,2.6826727644753925,2.316899601765444,0.36577316270994853,0.13634654496575438,0.34351231082942635,0.38787205758574866,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041440,slot_grammar,finite_template_slot_grammar,16,657,10000,4912996585712917783,2.692019185276349,2.2424800125243016,0.44953917275204747,0.16698958729965374,0.4296873298249526,0.46993193265896466,1.0,0.0,True,True,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041440,token_markov,exact_token_markov,1,657,10000,2104161890037150015,2.018778547290813,2.2424800125243016,-0.22370146523348877,-0.11081030434650407,-0.24972841988339078,-0.19770935655474559,0.0,1.0,False,False,1,base_form_suffix_variation
german_rem_v21,German,base_form_suffix_K1,40814041440,copy_edit,local_copy_edit,16,657,10000,2240603961826234854,3.7212859217339727,2.2424800125243016,1.478805909209671,0.39739110090218643,1.4500073979266441,1.5071434829764925,1.0,0.0,True,True,1,base_form_suffix_variation
