source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,factorization,phase3a5_mechanism
german_rem_v21,German,compositional_affix_1x16,40814041438,copy_edit,local_copy_edit,16,657,10000,1521594030020674257,4.322611206569884,2.5087503768282353,1.8138608297416488,0.4196215535148716,1.7883356450089007,1.8394443275397492,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041439,hmm_space_free,categorical_hmm,16,657,10000,3585026220157981240,3.295640257226902,2.9637701127762885,0.3318701444506136,0.10069974831836292,0.30920423317184714,0.35392374869994164,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041439,hmm_token_aware,categorical_hmm,16,657,10000,2197372809611224746,2.9300414345746186,2.5841594632216043,0.34588197135301435,0.11804678502890509,0.3259891905360816,0.36549561474656084,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041439,slot_grammar,finite_template_slot_grammar,16,657,10000,3530467839946009884,3.031892618894795,2.5081888257106497,0.5237037931841453,0.17273164290859655,0.5051332829754049,0.5425677217850212,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041439,token_markov,exact_token_markov,1,657,10000,4352865691048498594,2.5826712250886157,2.5081888257106497,0.07448239937796597,0.028839288041942135,0.06345538813515834,0.08524945697849097,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041439,copy_edit,local_copy_edit,16,657,10000,1763206010926317985,4.319541711043,2.5081888257106497,1.81135288533235,0.41933913514519106,1.7863189899598644,1.8369527757948076,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041440,hmm_space_free,categorical_hmm,16,657,10000,2696285196179391131,3.282609855119643,2.968961580080201,0.31364827503944204,0.09554844738867407,0.29138631300489315,0.33519801338418015,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041440,hmm_token_aware,categorical_hmm,16,657,10000,8104130525384853908,2.9186923344289597,2.5856124212963683,0.33307991313259144,0.11411956964547898,0.31240560482113666,0.35300293430447677,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041440,slot_grammar,finite_template_slot_grammar,16,657,10000,7521850704746992666,3.031044278412712,2.5100541672290326,0.5209901111836794,0.17188469165369957,0.5026475742611745,0.5392374315779564,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041440,token_markov,exact_token_markov,1,657,10000,1626447680880794502,2.5856175921321523,2.5100541672290326,0.07556342490311962,0.029224516855490656,0.06441723977900367,0.08623018865998275,1.0,0.0,True,True,1x16,compositional_affix_factorization
german_rem_v21,German,compositional_affix_1x16,40814041440,copy_edit,local_copy_edit,16,657,10000,2320752707801848179,4.319963522059483,2.5100541672290326,1.8099093548304506,0.41896403652214187,1.7858535364965733,1.8342797406681357,1.0,0.0,True,True,1x16,compositional_affix_factorization
