replicate,lag16_match_rate,short_lag_mean,cycle16_contrast,lag32_match_rate
240,0.4758478006656472,0.4851229939340211,-0.009275193268373894,0.4535928143712575
241,0.475443015201943,0.4846078208761757,-0.009164805674232723,0.45305816937553467
242,0.4771521093820275,0.48475378816374504,-0.007601678781717525,0.4535393498716852
243,0.4756229198524782,0.48609720632713854,-0.010474286474660366,0.44936911890504705
244,0.4745884681119007,0.48475326504393185,-0.01016479693203115,0.4494760479041916
245,0.47314923090761896,0.4849825759284289,-0.01183334502080996,0.4518284858853721
246,0.47337411172078797,0.48475081835015615,-0.011376706629368183,0.4495829769033362
247,0.47144013672753443,0.4845907442473682,-0.013150607519833768,0.45070573139435416
248,0.47283439776918235,0.48483834574357404,-0.012003947974391693,0.45375320786997436
249,0.4732841593955204,0.4844009945073665,-0.011116835111846135,0.45482249786142004
250,0.47508320590087255,0.48454470978076886,-0.009461503879896305,0.4521492728828058
251,0.4750382297382387,0.4852491735686781,-0.010210943830439356,0.4528977758768178
252,0.4739588018350274,0.48510513837633396,-0.011146336541306534,0.4504384088964927
253,0.4714851128901682,0.4849667750920731,-0.013481662201904887,0.45514328485885375
254,0.4725645407933795,0.48420179690083914,-0.011637256107459637,0.45102651839178787
255,0.47229468381757667,0.483534018836355,-0.01123933501877833,0.44968990590248076
256,0.47881622739947827,0.485437920008161,-0.006621692608682728,0.45343242087254065
257,0.47184492219123864,0.48446034580574726,-0.012615423614508625,0.45124037639007697
258,0.47494827741297113,0.4842797618719751,-0.009331484459003947,0.4491552609067579
259,0.47539803903930916,0.4843877482657206,-0.008989709226411458,0.4562660393498717
260,0.4748133489250697,0.4835371217344775,-0.008723772809407782,0.4509730538922156
261,0.4762076099667176,0.48458993414651413,-0.008382324179796508,0.4539136013686912
262,0.47647746694252047,0.48400121884079667,-0.007523751898276199,0.45241659538066725
263,0.4778267518215346,0.48497744908778284,-0.007150697266248229,0.4525235243798118
264,0.47413870648556267,0.4848854143474124,-0.010746707861849725,0.4562660393498717
265,0.4750382297382387,0.48413627543606025,-0.009098045697821522,0.4516680923866553
266,0.47521813438877397,0.48542991241440875,-0.010211778025634777,0.4547690333618477
267,0.47260951695601333,0.4847903837487888,-0.012180866792775469,0.4494760479041916
268,0.4731942070702528,0.4843751718424409,-0.011180964772188107,0.4513473053892216
269,0.4725645407933795,0.4848195193611056,-0.012254978567726116,0.452363130881095
270,0.475667896015112,0.48343729210389863,-0.007769396088786629,0.452363130881095
271,0.47638751461725287,0.4846287582024041,-0.008241243585151214,0.45022455089820357
272,0.47296932625708377,0.4846254235303304,-0.011656097273246624,0.45396706586826346
273,0.4725195646307457,0.4845820232144116,-0.012062458583665892,0.4521492728828058
274,0.47625258612935145,0.48541694800488805,-0.009164361875536597,0.4495829769033362
275,0.4737339210218584,0.4852558898545093,-0.011521968832650886,0.45300470487596234
276,0.4746784204371683,0.48468188528100353,-0.010003464843835241,0.45247005988023953
277,0.47625258612935145,0.4845533649568798,-0.008300778827528332,0.45172155688622756
278,0.47454349194926687,0.484331302591389,-0.009787810642122141,0.4498502994011976
