source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,phase3b_evaluation_split,phase3b_allocation
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041442,hmm_token_aware,categorical_hmm,16,109,10000,4016368624938143250,3.314074682195853,2.979205731914498,0.3348689502813551,0.1010444791966717,0.3172083647843667,0.35283270235965564,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041442,slot_grammar,finite_template_slot_grammar,16,109,10000,5416704681506536533,3.463897876746934,2.963191817634168,0.5007060591127659,0.14454989059405987,0.4832461219530274,0.5182608681372691,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041442,token_markov,exact_token_markov,1,109,10000,4174830196094384312,3.096634920983491,2.963191817634168,0.13344310334932308,0.04309294016065068,0.12471949464407547,0.14152346132760532,1.0,0.0,True,True,reserved_test,balanced16
italian_old_ud218,Italian,phase3b_recurrence_avoiding_surface_allocation,40814041442,copy_edit,local_copy_edit,16,109,10000,3698396772440041612,4.382647910300897,2.963191817634168,1.4194560926667292,0.32388093265043383,1.392458080596896,1.446039412170423,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041438,hmm_space_free,categorical_hmm,16,107,10000,4283324166420988306,3.807343526333566,3.3384956703414868,0.46884785599207923,0.1231430399566742,0.4376796991955906,0.498637268941326,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041438,hmm_token_aware,categorical_hmm,16,107,10000,8212616487003887062,3.3439414569807506,2.8919920939029047,0.45194936307784594,0.13515468763197547,0.4236726832041222,0.4785872791650577,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041438,slot_grammar,finite_template_slot_grammar,16,107,10000,5486709527813377838,3.508718946468732,2.880696498614525,0.6280224478542067,0.17898910041976002,0.6014654181599359,0.6542139880126634,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041438,token_markov,exact_token_markov,1,107,10000,2918792154045644243,2.8974648249296626,2.880696498614525,0.016768326315137472,0.005787240683946648,0.00102194131224358,0.031717245863276074,0.9808,0.0192,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041438,copy_edit,local_copy_edit,16,107,10000,3046840706296121132,4.225809815625683,2.880696498614525,1.3451133170111582,0.3183090048296453,1.3106479706433185,1.3797648418378154,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041439,hmm_space_free,categorical_hmm,16,107,10000,3548536773660839234,3.8195441655543156,3.348636879432207,0.47090728612210864,0.12328887053300197,0.4392564455911644,0.5004489505136891,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041439,hmm_token_aware,categorical_hmm,16,107,10000,7578060796748617072,3.3102574834343583,2.893322378882482,0.41693510455187655,0.12595246944938876,0.3902885292127158,0.4414657388676976,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041439,slot_grammar,finite_template_slot_grammar,16,107,10000,5872593204891286557,3.5131904195534185,2.882164969937085,0.6310254496163337,0.17961606809133535,0.6036392973620054,0.6560709942556409,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041439,token_markov,exact_token_markov,1,107,10000,1333962370219903514,2.898585930387853,2.882164969937085,0.01642096045076835,0.00566516254654259,0.0004841444533627671,0.03173411252016535,0.9776,0.0224,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041439,copy_edit,local_copy_edit,16,107,10000,2754768825216932636,4.230838504793723,2.882164969937085,1.3486735348566379,0.31877216143526454,1.312516040712286,1.383980611644176,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041440,hmm_space_free,categorical_hmm,16,107,10000,365177178379342484,3.821749317394152,3.354953421041206,0.46679589635294594,0.12214194537260481,0.43462715821739817,0.49827116765412943,1.0,0.0,True,True,reserved_test,balanced16
latin_udante_ud218,Latin,phase3b_recurrence_avoiding_surface_allocation,40814041440,hmm_token_aware,categorical_hmm,16,107,10000,809487135801497431,3.316431945482324,2.8953705832159025,0.42106136226642166,0.12696215969092794,0.39446827237157134,0.44621767309784843,1.0,0.0,True,True,reserved_test,balanced16
