source_id,language,factorization,seed,selected_context_order,validation_tokens,validation_events,recomputed_competitor_bits_per_event,recomputed_trigram_bits_per_event,recomputed_delta_bits_per_event,total_token_markov_bits,total_matched_trigram_bits,total_delta_bits,stored_competitor_bits_per_event,stored_trigram_bits_per_event,stored_delta_bits_per_event,competitor_abs_error,trigram_abs_error,delta_abs_error,parity_tolerance,parity_pass,phase3a5_strong_direction_match,phase3a5_direction_match,phase3a5_ci_95_lower,phase3a5_ci_95_upper,control_corpus_sha256,control_key_sha256
latin_udante_ud218,Latin,2x8,40814041438,1,2863,24568,2.484016472728797,2.5450718751378836,-0.06105540240908658,61027.31670200108,62527.325828387526,-1500.0091263864451,2.4840164727288006,2.545071875137887,-0.06105540240908658,3.552713678800501e-15,3.552713678800501e-15,0.0,1e-09,True,False,False,-0.07932210768390512,-0.043242723803608434,846d9e5de0a146f0f1c032fd348faa7376a7e953f015950171936b4b3fef98fb,97f3c8474b695a4da9cf241f1cf5d40ddf1220e6954ac3ef111dfa87c34c32de
latin_udante_ud218,Latin,2x8,40814041439,1,2863,24568,2.4915904868455505,2.5450862836228194,-0.0534957967772689,61213.39508082149,62527.67981604543,-1314.2847352239405,2.49159048684555,2.5450862836228145,-0.05349579677726446,4.440892098500626e-16,4.884981308350689e-15,4.440892098500626e-15,1e-09,True,False,False,-0.07282649443016476,-0.035142860093427424,52da0f583466e5c241033dc65780bbc0fab4a141e212643bcbfc5e742e474f39,468b8aa97d710341b88845e9debdfed46df896093e924c2194506491785057c5
latin_udante_ud218,Latin,2x8,40814041440,1,2863,24568,2.497617383853601,2.5458210406365103,-0.04820365678290939,61361.46388651527,62545.73132635778,-1184.2674398425152,2.4976173838536004,2.545821040636505,-0.0482036567829045,4.440892098500626e-16,5.329070518200751e-15,4.884981308350689e-15,1e-09,True,False,False,-0.0710670337830423,-0.027032779114682666,b5ffe2eed5be0aed2c610b599c1dc0ad0c8cf43b2d5c1a181a97746226aeddec,799f1cac84c1ac75a13cdae2fee3da67957572ec411bea6f78b149953e8d91da
latin_udante_ud218,Latin,2x8,40814041441,1,2863,24568,2.4953475095426367,2.546026687256922,-0.050679177714285206,61305.697614443496,62550.78365252806,-1245.0860380845625,2.495347509542637,2.546026687256923,-0.05067917771428565,4.440892098500626e-16,8.881784197001252e-16,4.440892098500626e-16,1e-09,True,False,False,-0.07094128598276873,-0.0315250506644847,751980b1cdde6974af6e233dad8b84efa684c6abad311dbdc2fa7cf4c03bb771,d46d4fdd0ce1ca4a5f039c0035838efd05c6b3192a30781008b2f1b54d528163
latin_udante_ud218,Latin,2x8,40814041442,1,2863,24568,2.4917306123026424,2.545094382173823,-0.05336376987118063,61216.837683051315,62527.87878124648,-1311.0410981951645,2.491730612302646,2.54509438217382,-0.05336376987117397,3.552713678800501e-15,3.1086244689504383e-15,6.661338147750939e-15,1e-09,True,False,False,-0.0737465285557726,-0.033123878992034256,e46f6c0970beda63054bf5ec42bfe4a6e14ab6bc0d59ac0a455e6eca512b5967,904ae4db0cfbd5e54b9b8ec8219a89ef01a3674ec816f1c00637688ab588b312
latin_udante_ud218,Latin,4x4,40814041438,1,2863,24568,2.4852122631393083,2.546291770634981,-0.06107950749567248,61056.69488080653,62557.296220960205,-1500.6013401536766,2.4852122631393043,2.5462917706349835,-0.06107950749567914,3.9968028886505635e-15,2.6645352591003757e-15,6.661338147750939e-15,1e-09,True,False,False,-0.07943923581339878,-0.04337035371502815,25df71771f463a07fedae5287935d591828e9cc7f51384293290645766f04994,ca8639e50e9963b0523cc37cf9db5d96fa8558d417ef1df57cfac106b0e8a599
latin_udante_ud218,Latin,4x4,40814041439,1,2863,24568,2.4927282582036963,2.546590148117178,-0.05386188991348195,61241.34784754841,62564.62675894283,-1323.2789113944236,2.4927282582037,2.546590148117171,-0.053861889913471295,3.552713678800501e-15,7.105427357601002e-15,1.0658141036401503e-14,1e-09,True,False,False,-0.07274815715138624,-0.03528099119337904,76e965826c4bdd7a7d2034e888123fe511073a33be736bf9823e818d3af8675c,c5b5e9f6914e2b8710016103c12fd99206759abc1248bdde09f24a12eba7a46b
latin_udante_ud218,Latin,4x4,40814041440,1,2863,24568,2.498475482204812,2.546624404533461,-0.04814892232864887,61382.54564680783,62565.46837057807,-1182.9227237702435,2.4984754822048107,2.5466244045334605,-0.04814892232864976,1.3322676295501878e-15,4.440892098500626e-16,8.881784197001252e-16,1e-09,True,False,False,-0.0716527822640545,-0.026626261522635912,b84135b1a8bc4c06b530c32d03b420bde78bcc09d5a3e5151b0c4a878a97d071,f071cd62f13a9fdd68c6abe529aec10465e743379bad3b23d6a0ee62c1f47dfb
latin_udante_ud218,Latin,4x4,40814041441,1,2863,24568,2.4979972817685807,2.548638320320538,-0.05064103855195734,61370.797218490494,62614.94625363498,-1244.1490351444882,2.497997281768585,2.5486383203205345,-0.05064103855194935,4.440892098500626e-15,3.552713678800501e-15,7.993605777301127e-15,1e-09,True,False,False,-0.07080474788273901,-0.030946398680019024,ed7ad726f53ada7ceb2b4ebff63a8fa256a30ad7a102177f1684c3c06d36da9c,5fc348f6464aeb0f8825f076a12118e596be50515fdf7510a618e0670a741f6b
latin_udante_ud218,Latin,4x4,40814041442,1,2863,24568,2.492860006679829,2.5464633848921476,-0.05360337821231864,61244.584644110044,62561.51244003028,-1316.9277959202373,2.4928600066798365,2.546463384892148,-0.05360337821231154,7.549516567451064e-15,4.440892098500626e-16,7.105427357601002e-15,1e-09,True,False,False,-0.07337306502770144,-0.03417825865084082,205d04ad426a94bf62483abeb98440febb7db00e9655082e910e6334fc93838b,c84933d69ff7b1e5064c5afe2cd6e8b7cbe1d8d295ddbbbdef457c8427ed2c74
