replicate,token_markov_bits_per_event,matched_trigram_bits_per_event,delta_token_minus_trigram_bits_per_event
464,2.418912719270947,2.300826477818378,0.11808624145256896
465,2.5478599205731145,2.4068043585622867,0.1410555620108278
466,2.451641780028872,2.3263930965786876,0.12524868345018447
467,2.433319078890012,2.3095105740849258,0.1238085048050861
468,2.442492923426619,2.315454631613544,0.1270382918130748
469,2.5621233345112153,2.426556058462574,0.13556727604864127
470,2.469085347294381,2.337838031625474,0.13124731566890713
471,2.4551118733437467,2.325293046658405,0.12981882668534173
472,2.565848548519405,2.4255058172082453,0.1403427313111596
473,2.6060758741709726,2.4649641925024617,0.14111168166851096
474,2.4625596149235935,2.342303355947912,0.1202562589756817
475,2.350329832291743,2.2395676889444562,0.11076214334728673
476,2.3761505456296828,2.2630110630396842,0.11313948258999851
477,2.411818794363021,2.2922535615481845,0.11956523281483644
478,2.366205191048779,2.2609320812652562,0.10527310978352267
479,2.513109350311367,2.379261964097261,0.13384738621410586
480,2.517486534178732,2.3770143532517825,0.14047218092694935
481,2.651320417639479,2.5089321714465744,0.1423882461929047
482,2.5026439979854818,2.371767989771564,0.13087600821391776
483,2.4240559314708334,2.2973649271434575,0.1266910043273759
484,2.4115750899938955,2.2866127880164724,0.12496230197742308
485,2.342290887909409,2.2264063092872437,0.11588457862216517
