replicate,slot_bits_per_event,matched_trigram_bits_per_event,delta_slot_minus_trigram_bits_per_event
393,2.7709923994186267,2.295683491628172,0.47530890779045487
394,2.8368066363614877,2.383147568501273,0.4536590678602148
395,2.850180519054301,2.418368531954185,0.4318119871001156
396,2.8503365274957067,2.393270715118274,0.4570658123774325
397,2.9136510638180932,2.488891948369359,0.42475911544873446
398,2.663116353788799,2.1900724262880797,0.47304392750071944
399,2.7185350868154874,2.265158705623956,0.45337638119153123
400,2.811465055064412,2.349386215402997,0.4620788396614146
401,2.804435872192674,2.345928139395149,0.4585077327975249
402,2.8367276126866523,2.381225461726095,0.45550215096055746
403,2.667660563082041,2.2206973962762797,0.4469631668057614
404,2.7997566594717926,2.3335936558309744,0.4661630036408182
405,2.813618062591972,2.3377982284075975,0.47581983418437446
406,2.735731218565741,2.2702193917661977,0.4655118267995433
407,2.775096459911371,2.307705469627951,0.4673909902834201
408,2.7620113997080966,2.303567245725287,0.4584441539828097
409,2.8607556451021705,2.4148860552195477,0.4458695898826228
410,2.7881892945730784,2.326650979148108,0.4615383154249706
411,2.8911527555835783,2.4313527682750893,0.45979998730848903
412,2.751355246670077,2.293116121354897,0.45823912531517985
413,2.8175437810145665,2.347075500346197,0.4704682806683693
414,2.733536400699081,2.2591101378669762,0.47442626283210476
415,2.694381738839091,2.261146225422357,0.4332355134167343
416,2.804816569979022,2.375615573388953,0.42920099659006894
417,2.8639043754175546,2.4535992627789716,0.41030511263858305
418,2.8284984666583273,2.3597052645786705,0.4687932020796568
419,2.93670649257486,2.5249836066761344,0.41172288589872563
420,2.873549627356816,2.4099661367342238,0.4635834906225922
421,2.877525572226929,2.400484672352421,0.47704089987450793
422,2.72486917468533,2.2626694653857924,0.4621997092995378
423,2.706096176079879,2.230526747307945,0.4755694287719341
424,2.7628376730776014,2.321002569888435,0.4418351031891663
425,2.713325698460061,2.2462878323400575,0.46703786612000364
426,2.8243962613661298,2.33854803218957,0.4858482291765598
427,2.8031999613223153,2.35555484831721,0.44764511300510534
428,2.8180540542029515,2.3736026941416415,0.44445136006131003
429,2.8287327648553076,2.3854684618684225,0.443264302986885
430,2.8203044218752082,2.3898015395888357,0.43050288228637257
431,2.7709517182200805,2.303948522341677,0.46700319587840333
432,2.8480527957803226,2.3749525719756686,0.473100223804654
433,2.921081935386981,2.468762618713606,0.45231931667337477
434,2.796962762320803,2.327079993292626,0.46988276902817727
435,2.6990522873009133,2.2253504742416585,0.47370181305925474
436,2.7531492054976683,2.275731082332664,0.4774181231650041
437,2.815595044474771,2.3517040198945223,0.4638910245802488
438,2.8008708775326827,2.327778966671974,0.4730919108607088
439,2.8532932825853816,2.384673622506804,0.46861966007857747
440,2.7489150818717007,2.273029255751356,0.4758858261203449
441,2.6986414171784423,2.226454337736797,0.4721870794416452
442,2.768750237140983,2.302810493276583,0.46593974386439996
443,2.7557080672621743,2.2876035865574966,0.4681044807046777
444,2.7398998188834325,2.2757162711855736,0.46418354769785886
445,2.8631800343036327,2.420915231065916,0.44226480323771655
446,2.820952244156669,2.372255611593709,0.4486966325629598
447,2.829420115963598,2.3674715560615485,0.46194855990204964
448,2.8857013009199015,2.405762335860677,0.47993896505922473
449,2.894952543868436,2.409811560353959,0.4851409835144769
450,2.7674622679796843,2.2904538167169064,0.4770084512627779
451,2.866056994566791,2.4031473015363742,0.46290969303041685
452,2.8656547577692577,2.4263568725908473,0.4392978851784104
453,2.792056852471676,2.323029029275883,0.46902782319579295
454,2.7863081588652863,2.3267437075207296,0.4595644513445567
455,2.7214393851538374,2.2492342119825968,0.47220517317124067
456,2.6560639929552967,2.199711773939312,0.4563522190159848
457,2.7440174825523815,2.277049027159273,0.4669684553931086
458,2.819367812075512,2.3553976899799904,0.46397012209552146
459,2.8828172574918685,2.4345265636421445,0.448290693849724
460,2.8314600368515723,2.351353547444496,0.48010648940707634
461,2.788477153609335,2.304740042681984,0.48373711092735094
462,2.719300085031975,2.254658713886675,0.4646413711452997
463,2.7777389022991517,2.30147090189188,0.4762680004072717
464,2.7725194867239207,2.300826477818378,0.47169300890554267
465,2.876002289486108,2.4068043585622867,0.46919793092382145
466,2.7812958216781736,2.3263930965786876,0.4549027250994859
467,2.7872309918421134,2.3095105740849258,0.47772041775718765
468,2.790833546475967,2.315454631613544,0.4753789148624228
469,2.8815253626914727,2.426556058462574,0.4549693042288987
470,2.8133620269526833,2.337838031625474,0.47552399532720946
471,2.8073083573115682,2.325293046658405,0.4820153106531633
472,2.899685899809827,2.4255058172082453,0.4741800826015816
473,2.923895144424172,2.4649641925024617,0.4589309519217104
474,2.7796226152653385,2.342303355947912,0.43731925931742666
475,2.7167293084292745,2.2395676889444562,0.4771616194848183
476,2.7270626586322826,2.2630110630396842,0.46405159559259834
477,2.768945823298007,2.2922535615481845,0.4766922617498226
478,2.7165309952572523,2.2609320812652562,0.45559891399199604
479,2.8376115451045343,2.379261964097261,0.4583495810072731
480,2.8281244543364643,2.3770143532517825,0.45111010108468186
481,2.9598356927134217,2.5089321714465744,0.4509035212668473
482,2.8368709485293495,2.371767989771564,0.4651029587577855
483,2.7479707168396206,2.2973649271434575,0.45060578969616305
484,2.760958813159298,2.2866127880164724,0.47434602514282576
485,2.683721813198408,2.2264063092872437,0.45731550391116427
486,2.693659944827002,2.235180333314884,0.45847961151211836
487,2.7693448967880787,2.295140740889313,0.47420415589876574
488,2.7308617234208965,2.250927648791185,0.4799340746297114
489,2.8879619826707508,2.426997055688794,0.4609649269819567
490,2.9078922127494367,2.4336287434217203,0.47426346932771635
