view,order,leaf_group,folio,locus,total_bits,total_events,glyph_bits,glyph_events,boundary_bits,boundary_events,oov_events,bits_per_event,glyph_bits_per_glyph
token_reset_eot,3,f66,f66v,"f66v.12,+P0",106.99393841185272,50,103.9774903102912,40,3.016448101561505,10,0,2.1398787682370544,2.59943725775728
token_reset_eot,3,f66,f66v,"f66v.13,+P0",92.98261929632868,43,91.52008888228862,35,1.4625304140400597,8,0,2.1623864952634575,2.614859682351103
token_reset_eot,3,f66,f66v,"f66v.2,+P0",106.08639009391001,52,104.55574193652872,43,1.5306481573813002,9,0,2.0401228864213463,2.4315288822448538
token_reset_eot,3,f66,f66v,"f66v.3,+P0",102.01649516564814,48,97.79503676873254,38,4.2214583969155735,10,0,2.125343649284336,2.5735535991771723
token_reset_eot,3,f66,f66v,"f66v.4,+P0",112.81172682366507,50,104.374209793892,39,8.437517029773044,11,0,2.2562345364733014,2.6762617895869747
token_reset_eot,3,f66,f66v,"f66v.5,+P0",68.7961075725407,29,67.5253667534314,24,1.2707408191092997,5,0,2.3722795714669207,2.8135569480596416
token_reset_eot,3,f66,f66v,"f66v.6,+P0",120.13249323871767,47,107.49716954828925,38,12.635323690428432,9,0,2.5560104944408013,2.828872882849717
token_reset_eot,3,f66,f66v,"f66v.7,+P0",107.21224060207092,49,103.37670274971167,41,3.83553785235927,8,0,2.1880049102463452,2.5213829938954064
token_reset_eot,3,f66,f66v,"f66v.8,+P0",90.08369618599657,47,89.0345051465938,39,1.0491910394027495,8,0,1.9166743869360974,2.282936029399841
token_reset_eot,3,f66,f66v,"f66v.9,+P0",132.80413593064154,48,131.64597278057772,40,1.1581631500638343,8,0,2.766752831888365,3.2911493195144432
token_reset_eot,3,f70,f70r1,"f70r1.1,@Cc",22.894137218868764,5,16.102502379142614,4,6.791634839726152,1,0,4.578827443773752,4.025625594785653
token_reset_eot,3,f70,f70r1,"f70r1.10,@Ri",26.989670140530553,10,26.294082251966234,8,0.6955878885643187,2,0,2.6989670140530553,3.2867602814957793
token_reset_eot,3,f70,f70r1,"f70r1.11,@Ri",24.230143160601443,11,24.134573943219763,9,0.09556921738167876,2,0,2.202740287327404,2.681619327024418
token_reset_eot,3,f70,f70r1,"f70r1.12,@Ri",21.384016268401666,11,21.255628394286624,9,0.12838787411504035,2,0,1.944001478945606,2.3617364882540692
token_reset_eot,3,f70,f70r1,"f70r1.13,@Cc",167.00795794859303,75,152.2230644190805,59,14.784893529512575,16,0,2.226772772647907,2.5800519393064487
token_reset_eot,3,f70,f70r1,"f70r1.14,@Ri",15.33407715823983,6,14.762027564334744,5,0.5720495939050867,1,0,2.555679526373305,2.9524055128669486
